user_id,yt_id,views,category
253,560,1,Food
935,694,10,Travel
398,287,19,Sports
972,222,16,Travel
905,984,13,Sports
657,383,20,Sports
197,190,19,Travel
880,958,8,Fashion
574,603,8,Travel
260,136,5,Food
583,620,12,Fashion
796,58,9,Food
840,405,16,Technology
354,191,1,Technology
594,732,3,Technology
744,85,1,Travel
551,71,5,Food
672,123,3,Sports
736,521,6,Fashion
715,495,4,Food
395,557,10,Fashion
62,772,7,Technology
633,961,15,Food
798,63,3,Fashion
965,941,18,Fashion
571,578,17,Sports
159,216,12,Fashion
58,334,7,Sports
772,824,14,Travel
867,184,2,Technology
799,562,5,Technology
734,43,17,Technology
609,141,16,Sports
268,322,14,Sports
373,782,12,Sports
256,720,2,Technology
159,668,19,Food
742,781,11,Travel
780,559,14,Travel
386,974,4,Travel
180,363,14,Fashion
688,886,13,Travel
67,386,9,Food
465,262,2,Technology
550,278,10,Technology
975,930,20,Sports
242,369,7,Sports
826,499,3,Fashion
183,788,12,Food
431,768,10,Fashion
186,979,15,Technology
31,848,17,Fashion
244,315,18,Sports
346,553,13,Travel
561,614,9,Food
759,974,20,Travel
762,136,10,Travel
161,208,17,Technology
274,670,18,Travel
611,86,9,Travel
893,902,2,Travel
323,42,20,Technology
610,357,16,Travel
134,56,4,Fashion
759,856,14,Food
611,124,19,Sports
521,516,13,Technology
616,337,13,Fashion
62,834,9,Travel
832,221,2,Travel
74,92,1,Food
911,421,4,Travel
341,753,7,Food
220,495,14,Fashion
878,967,6,Travel
156,249,6,Sports
515,582,15,Travel
990,23,13,Sports
987,226,3,Technology
305,494,10,Travel
941,392,4,Sports
608,273,15,Food
132,483,12,Fashion
659,383,16,Technology
967,103,10,Travel
184,519,17,Fashion
720,815,15,Travel
741,408,15,Food
936,73,4,Travel
724,327,8,Fashion
541,553,14,Sports
912,889,5,Food
217,220,7,Fashion
381,534,17,Sports
22,874,16,Food
136,329,13,Fashion
618,260,11,Travel
364,365,13,Travel
159,889,9,Travel
277,546,3,Sports
101,135,13,Sports
133,632,10,Sports
696,571,7,Technology
228,405,11,Travel
678,640,9,Food
163,524,9,Fashion
913,719,17,Travel
82,294,13,Travel
389,514,5,Food
228,225,12,Technology
522,409,15,Sports
403,107,12,Food
16,964,8,Food
561,399,11,Food
341,83,12,Technology
236,803,14,Food
871,175,12,Technology
899,352,20,Fashion
302,958,8,Sports
109,268,11,Technology
990,452,19,Food
70,19,20,Travel
48,859,9,Technology
839,386,8,Travel
898,780,17,Travel
515,968,2,Travel
636,467,10,Food
22,580,1,Food
32,107,2,Technology
141,371,13,Sports
871,739,2,Travel
591,787,1,Technology
244,615,2,Food
70,390,2,Travel
403,446,12,Sports
390,221,8,Travel
880,89,19,Travel
95,451,6,Fashion
28,576,19,Technology
463,978,9,Food
34,738,20,Food
370,865,2,Technology
431,615,1,Food
860,132,15,Travel
606,370,14,Sports
0,361,6,Sports
54,513,20,Fashion
400,421,10,Technology
902,883,15,Sports
674,541,1,Travel
817,902,7,Food
939,112,8,Sports
857,680,7,Food
398,914,9,Sports
79,884,12,Travel
82,498,8,Technology
138,102,12,Sports
576,600,16,Travel
208,197,1,Travel
298,224,7,Travel
966,736,17,Fashion
900,914,15,Food
357,86,2,Technology
496,301,5,Technology
720,452,9,Fashion
476,390,7,Fashion
112,550,16,Sports
876,466,15,Technology
245,765,13,Fashion
653,614,4,Travel
720,734,1,Travel
776,797,9,Technology
441,125,17,Technology
626,824,7,Food
938,678,9,Technology
187,942,4,Food
272,547,12,Fashion
690,43,4,Travel
497,171,12,Sports
280,50,8,Technology
105,537,13,Technology
184,92,1,Food
848,52,13,Fashion
491,393,1,Fashion
575,958,13,Food
577,607,18,Food
180,820,12,Travel
680,981,7,Travel
604,206,10,Fashion
774,512,4,Fashion
681,253,9,Fashion
759,92,17,Sports
777,249,10,Food
144,613,10,Food
964,427,4,Fashion
27,578,11,Technology
231,604,20,Technology
119,865,3,Food
398,135,15,Fashion
145,501,9,Fashion
850,630,18,Travel
91,494,4,Fashion
154,889,7,Sports
502,65,3,Travel
708,901,20,Sports
348,501,9,Travel
955,735,7,Sports
169,971,8,Travel
559,233,13,Travel
149,12,1,Fashion
545,265,14,Travel
720,501,5,Technology
507,829,8,Fashion
743,805,9,Fashion
499,170,4,Travel
975,991,6,Travel
368,824,13,Travel
657,8,9,Travel
691,93,3,Technology
67,133,14,Food
311,793,16,Fashion
372,795,1,Food
720,635,20,Sports
798,607,11,Technology
712,73,4,Technology
251,897,5,Technology
548,698,14,Travel
125,268,6,Sports
225,661,16,Food
13,205,15,Fashion
462,36,14,Sports
907,102,17,Sports
656,785,4,Technology
478,316,13,Technology
17,475,18,Food
84,463,15,Technology
586,678,16,Sports
197,662,19,Food
0,157,3,Travel
951,514,8,Travel
215,213,13,Fashion
466,350,3,Travel
309,993,14,Sports
327,980,11,Travel
240,782,13,Travel
139,958,14,Technology
366,752,5,Fashion
390,386,16,Travel
945,931,6,Sports
295,495,20,Sports
780,118,16,Food
775,731,20,Food
751,887,18,Travel
227,790,18,Travel
243,884,8,Fashion
371,827,3,Technology
530,716,16,Food
185,810,20,Travel
18,689,8,Fashion
30,973,6,Technology
564,896,2,Travel
204,696,9,Sports
878,390,9,Sports
934,272,15,Sports
926,490,1,Sports
192,446,18,Travel
500,601,5,Sports
643,96,5,Fashion
869,359,7,Sports
402,11,9,Technology
633,272,11,Travel
60,508,14,Food
32,855,19,Travel
980,377,8,Travel
406,108,5,Sports
562,526,11,Fashion
286,1,4,Sports
136,771,1,Technology
998,642,6,Technology
415,263,1,Travel
700,728,6,Food
725,355,6,Technology
612,363,7,Technology
175,913,13,Technology
994,913,1,Sports
750,303,20,Fashion
298,145,9,Sports
3,575,4,Food
788,898,19,Sports
272,806,20,Travel
606,612,8,Technology
6,402,19,Technology
389,394,18,Food
620,582,17,Sports
220,580,14,Travel
221,386,4,Food
324,673,3,Food
605,907,4,Fashion
578,316,11,Travel
601,844,13,Food
917,306,12,Travel
850,955,7,Travel
166,129,4,Fashion
276,297,14,Food
266,530,5,Travel
102,915,1,Sports
355,830,4,Fashion
950,85,11,Sports
15,11,7,Travel
429,248,5,Travel
824,774,18,Travel
759,133,18,Technology
787,870,14,Technology
700,891,14,Food
684,834,19,Travel
697,360,14,Food
686,452,18,Technology
189,339,1,Travel
152,587,9,Food
16,707,4,Food
732,35,10,Sports
887,97,3,Food
519,887,1,Travel
766,240,13,Sports
672,40,17,Technology
360,966,20,Sports
412,225,4,Food
998,754,12,Technology
347,285,4,Technology
864,901,17,Fashion
768,119,18,Fashion
468,181,19,Travel
478,813,1,Food
839,975,5,Technology
275,60,12,Travel
471,311,18,Technology
169,978,16,Sports
314,439,7,Food
394,67,8,Travel
83,800,10,Technology
127,526,20,Fashion
502,815,3,Technology
897,262,14,Technology
118,543,9,Food
216,95,9,Technology
652,631,6,Technology
1,67,3,Fashion
807,38,1,Fashion
339,755,2,Food
431,719,17,Food
838,479,18,Fashion
983,476,20,Fashion
583,676,7,Food
456,230,12,Food
611,514,2,Travel
289,802,18,Fashion
313,220,9,Food
133,206,16,Travel
645,338,2,Technology
259,462,13,Travel
884,368,9,Fashion
580,114,12,Travel
130,163,6,Sports
629,942,2,Food
955,757,3,Technology
894,744,16,Fashion
711,527,7,Travel
175,435,7,Sports
259,738,12,Fashion
181,397,14,Travel
180,126,2,Sports
304,16,12,Sports
911,677,9,Technology
507,579,8,Food
248,193,7,Technology
613,360,3,Travel
724,9,6,Food
715,424,5,Travel
346,545,3,Technology
935,345,12,Fashion
837,462,12,Sports
817,348,13,Fashion
405,925,1,Technology
638,971,17,Food
957,564,7,Technology
202,515,7,Sports
899,477,14,Travel
868,833,9,Travel
936,50,15,Food
439,523,19,Technology
737,160,9,Sports
895,290,17,Food
500,710,16,Fashion
529,835,1,Fashion
57,237,6,Food
79,209,7,Fashion
356,106,20,Technology
178,30,10,Sports
830,934,7,Food
101,44,2,Travel
781,263,2,Travel
71,768,7,Sports
589,358,18,Fashion
40,743,4,Sports
100,331,14,Food
160,465,3,Technology
76,866,6,Technology
630,320,13,Food
88,210,5,Food
293,309,8,Travel
791,69,8,Technology
744,706,11,Fashion
724,123,6,Food
780,140,3,Fashion
507,201,6,Sports
529,454,20,Sports
399,717,17,Sports
853,478,3,Sports
395,626,17,Food
246,653,1,Fashion
428,445,7,Technology
610,146,12,Food
22,577,11,Travel
449,660,9,Technology
438,453,12,Sports
198,177,6,Sports
83,619,12,Travel
501,688,10,Technology
656,319,17,Fashion
877,84,2,Sports
963,448,20,Food
428,504,6,Sports
18,546,1,Travel
188,189,7,Sports
540,857,20,Travel
714,953,4,Fashion
27,16,14,Food
961,279,6,Sports
116,133,12,Sports
540,624,20,Food
664,440,2,Sports
918,867,9,Food
13,552,7,Travel
4,316,2,Travel
730,310,16,Sports
115,40,8,Fashion
9,24,14,Technology
406,938,13,Technology
553,98,7,Food
357,660,6,Food
189,125,6,Travel
669,920,17,Fashion
157,282,15,Sports
767,188,6,Travel
492,3,16,Food
303,378,2,Travel
508,71,10,Sports
57,351,18,Travel
543,225,19,Technology
722,171,13,Travel
581,398,19,Food
134,107,13,Fashion
301,432,3,Technology
557,321,14,Fashion
919,321,14,Sports
972,135,4,Fashion
351,887,11,Food
928,413,6,Fashion
110,469,1,Sports
380,962,8,Technology
713,786,8,Technology
216,285,17,Sports
597,104,9,Fashion
614,923,17,Sports
797,459,17,Food
193,445,1,Travel
636,221,15,Technology
247,521,1,Travel
219,714,12,Fashion
244,864,13,Travel
940,772,7,Sports
124,977,8,Sports
353,632,9,Sports
17,980,14,Travel
530,460,1,Fashion
940,297,11,Travel
971,717,13,Travel
724,184,16,Fashion
839,864,2,Travel
767,71,6,Travel
940,852,12,Travel
101,564,9,Fashion
137,521,2,Sports
761,954,16,Fashion
973,40,11,Travel
312,18,15,Sports
125,771,16,Technology
356,131,10,Travel
296,966,10,Food
912,522,9,Food
169,902,10,Sports
265,224,8,Sports
104,323,16,Fashion
221,748,5,Food
618,856,16,Technology
113,260,6,Technology
177,219,6,Fashion
208,298,16,Technology
684,226,14,Technology
588,776,7,Technology
599,810,12,Food
547,281,18,Travel
546,304,20,Fashion
991,643,6,Travel
983,659,6,Travel
950,768,15,Technology
645,153,17,Travel
60,633,20,Technology
189,231,12,Technology
531,694,19,Technology
243,449,11,Technology
221,76,15,Sports
874,317,10,Fashion
427,33,4,Sports
822,120,19,Fashion
474,504,15,Fashion
301,536,8,Technology
740,777,3,Travel
477,942,1,Technology
898,242,18,Fashion
485,901,18,Food
276,798,7,Technology
948,51,7,Travel
112,825,6,Food
398,523,5,Technology
731,263,11,Food
557,377,14,Food
175,861,11,Travel
512,993,13,Food
847,676,1,Sports
314,186,7,Sports
207,683,1,Fashion
856,894,5,Fashion
334,579,8,Technology
381,689,7,Food
717,80,8,Sports
869,334,5,Technology
644,275,10,Fashion
882,621,17,Technology
907,502,14,Food
658,41,6,Technology
872,974,13,Food
322,353,8,Technology
631,810,5,Travel
863,374,20,Food
386,204,3,Sports
795,698,13,Sports
590,487,4,Technology
833,575,11,Technology
714,322,13,Food
148,286,18,Technology
566,745,2,Sports
182,365,8,Sports
969,853,2,Travel
609,804,9,Travel
384,492,2,Sports
337,344,4,Technology
548,51,9,Technology
853,603,6,Food
139,0,13,Technology
262,317,6,Fashion
731,735,8,Fashion
173,293,12,Food
240,134,14,Fashion
484,467,5,Technology
821,349,15,Food
472,766,15,Fashion
171,611,13,Technology
907,303,12,Technology
287,222,18,Food
640,693,15,Food
254,407,20,Fashion
253,792,3,Technology
271,131,15,Fashion
830,334,6,Fashion
67,281,14,Technology
613,952,16,Food
297,32,19,Technology
835,632,20,Travel
162,520,5,Sports
783,9,6,Technology
580,823,12,Food
30,708,14,Technology
860,180,13,Food
668,975,9,Sports
780,381,18,Food
744,372,5,Technology
478,357,12,Food
604,346,1,Travel
650,96,19,Food
717,157,17,Fashion
32,427,17,Technology
931,51,14,Sports
967,906,11,Sports
435,400,6,Fashion
758,174,1,Technology
682,243,16,Travel
429,333,9,Travel
175,769,10,Travel
111,915,17,Sports
430,550,10,Food
565,285,1,Travel
70,477,2,Sports
533,841,20,Technology
772,895,16,Sports
264,916,13,Sports
127,485,18,Sports
318,31,1,Sports
933,337,5,Food
433,956,9,Technology
909,515,18,Travel
533,407,15,Food
760,442,17,Travel
180,803,8,Travel
923,265,19,Sports
292,674,15,Fashion
503,834,7,Sports
152,20,2,Fashion
97,297,15,Travel
943,610,7,Sports
172,465,6,Technology
352,0,6,Sports
652,56,9,Fashion
391,500,3,Fashion
412,952,6,Sports
961,466,19,Food
744,677,19,Travel
738,338,6,Sports
170,505,9,Fashion
366,65,11,Sports
535,515,9,Sports
839,314,1,Technology
355,282,4,Sports
623,798,2,Technology
25,449,3,Fashion
967,511,12,Technology
205,532,15,Sports
296,161,10,Food
571,297,6,Food
61,587,2,Fashion
504,324,10,Sports
998,525,20,Travel
779,640,15,Sports
969,416,5,Travel
493,955,10,Food
323,273,20,Sports
84,164,17,Fashion
737,697,9,Fashion
929,81,1,Travel
440,799,5,Technology
7,828,7,Travel
366,292,12,Technology
752,132,13,Travel
876,583,10,Travel
32,50,15,Travel
471,428,9,Food
961,959,17,Technology
823,885,17,Food
139,308,8,Travel
885,453,15,Travel
383,305,13,Technology
447,18,5,Fashion
929,855,20,Fashion
418,654,12,Technology
42,1,12,Fashion
730,149,14,Travel
344,807,5,Food
246,981,4,Travel
679,128,4,Food
579,218,5,Sports
660,783,5,Technology
150,952,5,Technology
336,723,3,Technology
640,294,9,Fashion
315,273,9,Sports
37,765,3,Technology
17,455,17,Technology
46,303,18,Technology
256,813,6,Food
773,874,12,Sports
967,541,12,Travel
205,17,7,Sports
345,265,12,Fashion
897,249,6,Food
590,558,17,Fashion
475,620,5,Travel
840,619,16,Travel
960,642,13,Travel
380,942,11,Sports
799,393,1,Travel
902,352,10,Fashion
492,983,11,Fashion
973,102,5,Food
960,584,9,Food
532,586,10,Travel
888,859,13,Sports
774,769,13,Fashion
4,128,9,Fashion
756,559,17,Sports
503,426,12,Technology
106,691,7,Travel
237,693,15,Travel
897,651,11,Travel
581,579,18,Technology
787,639,20,Sports
421,668,8,Travel
755,34,11,Sports
9,535,4,Food
242,186,3,Technology
918,257,6,Travel
199,733,12,Food
437,371,5,Fashion
852,148,8,Technology
336,819,8,Fashion
840,361,17,Travel
465,831,12,Sports
853,238,13,Technology
697,591,10,Travel
620,136,11,Sports
763,923,16,Fashion
85,164,14,Food
667,912,11,Travel
453,609,20,Fashion
542,148,3,Technology
659,519,20,Sports
774,111,2,Technology
871,448,14,Technology
909,410,8,Technology
685,60,10,Sports
176,759,1,Sports
990,924,7,Sports
252,890,1,Travel
963,721,13,Fashion
24,361,10,Fashion
846,29,11,Travel
522,510,12,Technology
953,289,4,Food
56,323,3,Fashion
240,383,7,Fashion
238,937,7,Sports
511,129,7,Travel
846,877,7,Fashion
350,381,1,Sports
501,319,7,Sports
244,0,1,Technology
751,352,19,Fashion
792,42,7,Travel
531,326,9,Sports
434,756,9,Technology
294,434,16,Sports
130,74,16,Food
860,459,8,Sports
290,468,13,Technology
510,181,8,Food
619,396,3,Travel
363,387,9,Sports
159,754,11,Travel
749,887,12,Sports
385,746,19,Sports
284,806,10,Fashion
815,571,18,Food
813,636,2,Technology
543,457,11,Food
192,612,18,Travel
46,106,12,Technology
498,525,5,Travel
980,246,9,Travel
503,384,10,Travel
773,674,3,Technology
638,583,4,Sports
888,751,3,Technology
994,877,4,Technology
109,372,9,Sports
920,178,20,Travel
76,748,11,Food
398,557,17,Sports
273,538,16,Travel
983,545,8,Sports
170,310,9,Travel
988,154,6,Travel
578,224,18,Technology
85,634,3,Travel
112,470,20,Food
198,808,5,Fashion
552,52,2,Sports
921,814,8,Travel
672,53,7,Technology
95,3,4,Sports
606,637,16,Travel
812,759,9,Travel
752,920,3,Sports
886,209,11,Travel
222,519,5,Sports
560,414,18,Sports
619,99,9,Sports
873,266,10,Technology
544,113,4,Travel
35,706,13,Fashion
950,930,4,Sports
749,281,12,Travel
440,492,16,Food
427,568,4,Food
855,660,1,Technology
205,463,12,Sports
465,805,1,Fashion
8,312,3,Food
928,788,18,Travel
379,132,7,Technology
408,145,8,Travel
367,530,6,Technology
89,726,8,Food
136,448,16,Food
945,290,1,Fashion
473,970,12,Fashion
803,484,12,Food
661,709,12,Food
754,781,17,Travel
455,406,3,Technology
288,146,3,Fashion
489,643,12,Technology
784,197,1,Fashion
236,880,6,Fashion
788,70,7,Fashion
389,641,4,Fashion
498,786,15,Sports
116,170,7,Food
929,171,5,Food
71,136,1,Sports
817,260,16,Technology
398,158,10,Food
49,779,3,Food
307,726,6,Technology
658,253,14,Food
325,49,16,Fashion
499,293,9,Food
66,565,12,Sports
270,276,20,Sports
827,299,14,Sports
0,770,9,Sports
889,114,17,Travel
625,501,13,Travel
649,378,3,Travel
501,424,4,Food
977,110,10,Fashion
524,972,17,Travel
305,194,20,Food
187,727,10,Sports
249,601,8,Food
26,972,18,Sports
18,401,7,Fashion
96,12,4,Sports
833,856,17,Technology
523,358,12,Fashion
84,380,3,Travel
507,52,16,Technology
695,373,19,Sports
666,994,20,Sports
289,352,10,Travel
997,569,10,Technology
709,504,1,Travel
682,665,9,Sports
593,519,9,Travel
780,541,3,Technology
463,90,17,Sports
103,581,10,Sports
732,992,11,Travel
421,760,1,Fashion
69,988,13,Fashion
50,872,8,Sports
127,136,5,Sports
534,388,8,Sports
612,48,5,Fashion
73,166,7,Sports
250,569,16,Fashion
266,3,12,Technology
924,824,1,Fashion
388,923,18,Travel
676,75,15,Technology
161,454,6,Sports
878,271,9,Food
788,518,3,Travel
313,614,6,Food
10,779,14,Sports
494,121,10,Travel
739,979,10,Travel
779,664,16,Technology
577,151,18,Fashion
104,259,2,Technology
120,724,20,Food
580,267,17,Travel
460,29,15,Travel
692,694,5,Travel
797,158,7,Sports
296,902,20,Fashion
826,137,3,Sports
759,617,16,Sports
224,138,4,Sports
902,314,5,Technology
587,577,1,Sports
80,862,17,Fashion
838,472,15,Sports
64,317,15,Sports
811,671,1,Food
283,813,5,Food
938,533,3,Fashion
75,678,10,Technology
471,547,18,Travel
159,711,11,Fashion
528,337,6,Technology
723,725,7,Travel
95,808,4,Food
136,54,7,Travel
474,351,20,Technology
844,5,2,Technology
50,495,11,Fashion
179,409,9,Travel
55,96,8,Sports
792,446,12,Fashion
773,297,5,Technology
120,982,6,Fashion
595,123,5,Sports
639,183,6,Technology
214,500,9,Travel
741,868,6,Technology
417,295,3,Sports
332,307,3,Food
851,61,5,Fashion
837,677,1,Sports
516,975,6,Food
111,40,10,Technology
95,775,15,Technology
250,729,7,Food
648,938,1,Fashion
552,547,19,Technology
202,519,7,Travel
504,249,11,Travel
687,96,17,Sports
964,228,10,Food
603,419,11,Sports
225,72,8,Technology
137,421,2,Sports
436,671,14,Sports
192,724,11,Sports
426,724,8,Fashion
941,55,7,Travel
645,531,7,Sports
610,555,1,Travel
656,363,1,Food
136,771,12,Food
398,841,20,Travel
411,259,9,Travel
855,207,17,Sports
594,975,3,Food
86,540,16,Fashion
562,527,5,Fashion
813,181,20,Fashion
518,367,9,Technology
395,834,10,Sports
414,563,10,Food
295,362,2,Sports
920,578,13,Travel
4,846,8,Food
292,77,13,Travel
590,278,20,Sports
390,104,15,Sports
24,968,3,Travel
825,76,14,Technology
538,340,19,Travel
627,106,13,Food
919,581,1,Food
302,963,5,Fashion
66,73,13,Food
748,544,7,Technology
688,936,2,Technology
889,816,16,Food
293,594,3,Technology
43,176,6,Technology
880,786,2,Sports
314,743,19,Fashion
964,6,12,Sports
176,390,9,Food
614,80,9,Technology
66,413,16,Food
878,582,14,Technology
6,911,18,Travel
188,692,4,Travel
966,870,16,Fashion
986,484,19,Fashion
208,219,17,Food
24,160,9,Food
828,452,18,Sports
220,980,2,Sports
125,377,15,Technology
680,177,19,Fashion
710,14,19,Travel
147,753,12,Food
277,660,1,Sports
903,116,18,Fashion
415,938,13,Technology
572,122,18,Travel
337,970,15,Technology
444,69,6,Travel
592,136,1,Technology
752,104,11,Sports
189,309,10,Sports
988,719,3,Fashion
314,147,18,Sports
821,329,5,Travel
734,288,11,Sports
617,332,13,Sports
877,180,8,Technology
369,296,11,Technology
58,779,12,Food
547,692,12,Travel
533,417,5,Sports
336,68,19,Fashion
55,504,3,Travel
403,262,2,Sports
496,374,4,Fashion
293,749,4,Food
970,539,19,Sports
949,616,11,Food
169,270,17,Technology
974,284,9,Fashion
899,863,8,Technology
658,568,8,Fashion
188,618,7,Food
178,867,4,Food
138,18,17,Travel
593,731,10,Travel
972,731,13,Technology
653,381,1,Food
457,434,7,Fashion
78,922,13,Fashion
908,975,4,Sports
465,905,15,Sports
949,735,3,Travel
902,97,14,Travel
225,497,20,Fashion
736,610,15,Food
839,884,8,Fashion
813,985,19,Sports
708,345,7,Travel
263,930,19,Technology
686,619,13,Fashion
330,315,19,Travel
303,229,18,Food
114,977,13,Travel
910,243,17,Technology
565,269,18,Fashion
165,791,19,Fashion
235,550,8,Fashion
981,341,18,Food
316,845,3,Fashion
578,130,10,Fashion
418,953,12,Food
296,36,12,Sports
864,587,2,Travel
797,862,20,Food
260,302,12,Technology
744,740,6,Technology
261,346,12,Sports
621,389,3,Technology
234,429,5,Technology
247,531,1,Travel
785,478,12,Sports
287,161,10,Technology
116,293,9,Fashion
42,66,5,Fashion
259,351,9,Travel
468,648,7,Sports
75,800,19,Food
383,772,1,Travel
96,120,3,Fashion
794,779,11,Sports
42,403,9,Fashion
8,273,16,Travel
264,437,2,Food
851,660,19,Fashion
564,119,9,Food
870,466,13,Fashion
63,520,11,Travel
504,982,14,Food
162,584,9,Food
12,448,9,Technology
242,489,15,Fashion
901,563,9,Travel
904,733,4,Travel
329,921,6,Technology
653,701,3,Sports
296,909,10,Technology
685,129,15,Sports
641,498,1,Fashion
589,215,3,Fashion
493,510,6,Travel
434,601,10,Technology
612,34,7,Food
594,761,2,Travel
445,760,16,Food
805,630,3,Technology
970,558,15,Fashion
321,87,10,Technology
573,386,11,Fashion
866,56,3,Sports
269,389,16,Travel
983,263,4,Fashion
926,550,17,Travel
232,746,17,Technology
812,230,14,Technology
992,384,14,Sports
21,326,9,Technology
223,434,3,Sports
531,397,7,Travel
965,282,12,Fashion
852,254,2,Travel
407,906,1,Food
108,282,2,Fashion
683,117,18,Food
655,510,7,Fashion
301,311,9,Sports
851,404,16,Technology
588,192,4,Food
957,450,6,Fashion
504,418,17,Food
594,370,20,Food
840,92,5,Fashion
497,356,8,Food
122,571,5,Sports
506,368,18,Technology
409,78,7,Fashion
251,457,7,Technology
117,804,16,Travel
779,210,11,Travel
536,711,7,Fashion
835,177,8,Fashion
913,11,17,Food
325,640,16,Travel
363,258,14,Food
312,217,20,Food
372,102,16,Sports
137,236,5,Sports
421,485,12,Food
654,1,8,Fashion
165,126,18,Fashion
860,887,4,Technology
713,837,16,Technology
196,353,16,Food
270,165,1,Sports
252,903,7,Fashion
509,350,18,Sports
203,104,13,Sports
989,931,4,Technology
420,537,18,Food
199,133,14,Food
396,783,15,Travel
862,13,6,Travel
2,712,14,Food
263,11,13,Technology
309,310,6,Fashion
109,186,3,Sports
784,822,14,Fashion
698,868,6,Fashion
69,653,19,Sports
336,804,13,Travel
769,902,3,Travel
543,808,11,Sports
355,874,8,Fashion
68,870,11,Food
531,80,19,Technology
829,736,16,Technology
149,11,4,Fashion
496,325,1,Food
62,427,17,Travel
619,406,2,Technology
380,531,9,Sports
138,157,5,Technology
464,543,3,Sports
475,310,16,Food
180,581,18,Technology
551,674,11,Food
147,806,6,Fashion
99,161,1,Sports
239,933,11,Technology
379,64,12,Technology
413,529,16,Technology
645,462,14,Technology
839,417,16,Fashion
108,904,15,Sports
489,702,8,Technology
123,273,16,Technology
764,249,7,Technology
526,26,9,Fashion
207,475,18,Sports
574,454,1,Technology
589,365,18,Sports
759,299,12,Sports
746,107,4,Fashion
561,75,17,Sports
722,641,8,Travel
180,857,3,Sports
460,297,9,Fashion
158,256,4,Fashion
960,637,11,Sports
327,218,6,Travel
795,736,9,Technology
751,520,10,Sports
151,241,18,Fashion
566,39,19,Fashion
106,716,7,Technology
474,101,8,Sports
542,299,1,Sports
960,910,3,Food
634,612,11,Travel
690,456,17,Technology
235,692,6,Technology
499,565,12,Travel
399,261,18,Travel
269,470,10,Fashion
541,601,17,Technology
689,938,8,Fashion
730,62,9,Food
300,127,17,Travel
931,84,13,Sports
955,509,13,Sports
713,659,2,Food
570,543,16,Sports
644,934,7,Technology
480,713,15,Sports
811,127,15,Travel
70,739,14,Fashion
707,947,1,Travel
64,459,13,Technology
588,675,5,Food
91,821,5,Travel
103,90,11,Sports
427,93,15,Food
9,74,10,Food
259,874,3,Technology
683,400,7,Fashion
144,372,6,Travel
257,789,2,Fashion
492,752,17,Food
35,761,18,Fashion
733,734,19,Fashion
740,387,1,Sports
305,746,7,Technology
488,938,7,Technology
656,443,4,Sports
388,304,9,Travel
347,489,12,Travel
855,846,7,Fashion
329,899,3,Travel
690,376,5,Travel
700,509,10,Technology
43,200,5,Travel
695,154,9,Fashion
257,246,17,Sports
440,626,3,Technology
636,891,4,Sports
566,893,15,Sports
747,316,10,Sports
786,396,2,Technology
673,639,17,Sports
472,283,1,Food
90,199,9,Sports
322,155,17,Sports
100,616,13,Travel
976,580,3,Fashion
76,74,12,Fashion
282,481,14,Travel
336,624,1,Sports
408,145,19,Travel
275,232,1,Travel
225,66,7,Sports
124,170,17,Sports
7,829,13,Fashion
263,178,13,Travel
934,281,6,Food
208,785,15,Travel
286,553,4,Fashion
383,675,19,Food
207,867,20,Sports
470,284,14,Fashion
740,14,1,Technology
627,608,15,Technology
125,339,12,Food
640,709,17,Sports
468,866,2,Travel
766,992,2,Food
718,255,19,Food
32,128,15,Sports
872,564,2,Travel
821,180,7,Food
212,547,16,Food
625,355,11,Fashion
895,710,9,Sports
70,361,7,Food
199,570,4,Sports
798,921,13,Technology
308,839,2,Food
572,398,13,Food
251,203,3,Food
148,958,10,Sports
783,34,14,Fashion
649,524,3,Travel
46,129,19,Travel
387,226,9,Travel
99,721,10,Travel
718,59,1,Fashion
240,758,12,Fashion
915,163,1,Fashion
335,523,13,Travel
888,416,20,Sports
588,463,20,Travel
169,604,15,Fashion
891,898,12,Technology
254,277,20,Sports
34,140,14,Technology
467,277,7,Fashion
360,70,4,Sports
575,179,8,Travel
379,461,1,Sports
248,13,8,Sports
651,576,15,Technology
678,692,6,Travel
859,905,17,Travel
170,163,17,Fashion
848,258,12,Technology
37,295,12,Technology
750,653,8,Food
839,914,15,Food
187,732,15,Fashion
205,803,19,Food
134,326,16,Food
117,443,4,Technology
48,150,13,Travel
751,296,7,Sports
190,536,18,Fashion
578,450,14,Technology
625,230,7,Fashion
800,748,6,Technology
242,793,6,Fashion
757,852,20,Sports
943,895,17,Sports
668,431,5,Fashion
739,411,7,Fashion
962,708,18,Technology
929,617,11,Food
342,961,17,Sports
281,332,16,Food
745,357,10,Sports
180,505,18,Fashion
82,583,19,Fashion
152,687,13,Travel
474,933,9,Food
26,693,16,Fashion
427,882,18,Fashion
8,176,3,Food
289,751,10,Sports
913,159,3,Travel
393,838,8,Technology
503,6,6,Sports
691,761,1,Technology
301,665,6,Food
880,620,17,Food
295,214,12,Sports
478,762,20,Sports
286,376,14,Technology
175,688,2,Travel
359,423,11,Sports
400,234,1,Technology
307,900,17,Sports
586,283,19,Food
583,940,3,Sports
114,757,5,Travel
976,367,9,Fashion
851,325,3,Travel
431,687,1,Travel
124,147,11,Food
440,757,1,Technology
808,229,4,Fashion
754,491,2,Food
864,171,11,Technology
988,696,16,Fashion
212,937,10,Food
59,537,17,Food
466,991,1,Sports
814,742,5,Technology
